2.3319915116293,1.99656366421662,1.60700861
2.32828414217011,1.99364768405585,1.6121865
2.3247348465265,1.99252019389486,1.60961605
2.32369724651561,1.99302864176623,1.6137208
2.32126953429862,1.99351538609448,1.6112644
2.32341462198705,1.99930467475767,1.60765808
2.32537278774958,1.99562022488436,1.60741075
2.32272130555052,1.99524472824182,1.6036707
2.32485567869032,1.99424817434272,1.60475718
2.32278173222503,1.99090505185652,1.60534842
2.32620451346888,1.9899476284713,1.60778689
2.32787608808813,1.98955085880931,1.60925252
2.32953557490761,1.9918150844003,1.60451657
2.32980558330954,1.99021237544784,1.60582549
2.32824316021518,1.99068147728189,1.60261553
2.32818340566431,1.99341084414916,1.60175028
2.32819897835925,1.99585570340715,1.60168955
2.32579059194726,1.99515226039885,1.60765325
2.32550949316575,1.99864263122653,1.6081157
2.323362903519,1.99578080849453,1.6103713
2.32381069122653,1.99532818984678,1.60748237
2.32343427558773,1.99083056127726,1.60646628
2.32513385786434,1.99349787184529,1.60396646
2.32509974359728,1.99146177169865,1.60611824
2.32930789681825,1.99075520460705,1.60702844
2.33129145062334,1.98860661503191,1.60319605
2.33267489314281,1.9885818506353,1.600916361
2.33395122682195,1.99279399867946,1.59840657
2.33112950860322,1.99132396085404,1.599150157
2.33112706298694,1.99321138913203,1.59702912
2.32811185049176,1.99110523924802,1.59528962
2.32769168682492,1.99449531644147,1.59349331
2.32518447262501,1.99397842173345,1.59780681
2.32626221334479,1.99237377349877,1.59468577
2.32662266950031,1.98983448376626,1.59841329
2.32609312742274,1.99262272476924,1.59765633
2.32625176231539,1.99497072857778,1.59666017
2.32358432910973,1.99938142354341,1.59393153
2.3248399718527,1.99713781902554,1.59594314
2.32538398269053,1.99707023611925,1.5929088
2.32711850025084,1.99370040354782,1.59570883
2.32895063153848,1.99067040961683,1.59849147
2.32791483609511,1.9935815043349,1.59938551
2.32990630154467,1.99158762974928,1.6028505
2.32601046717927,1.99282014175419,1.599230824
2.32586840415005,1.99270177323039,1.599136792
2.32581133684351,1.99307638658376,1.59721351
2.32766846995573,1.99712073134715,1.59508501
2.32888806810412,1.99520990179619,1.59179862
2.33024689997037,1.99526698352501,1.59222505
2.32951789694536,1.99694070330264,1.59234804
2.32605975131351,1.9982586919016,1.59077234
